"Channel","Clinic","login_id","login time","logout time","ip","Lat Long"
"Namra Finance","ECN312 DHOLI","ECN312","2025-07-21 10:20:01","2025-07-21 11:12:34","117.96.145.181","{""latitude"":""25.9755113"",""longitude"":""85.5647363""}"
"Namra Finance","ECN312 DHOLI","ECN312","2025-07-21 11:24:35","","117.96.145.181","{""latitude"":""25.9755113"",""longitude"":""85.5647363""}"
"Namra Finance","ECN312 DHOLI","ECN312","2025-07-21 10:07:37","2025-07-21 10:42:45","117.96.149.181","{""latitude"":""25.9755113"",""longitude"":""85.5647363""}"
"Namra Finance","ECN312 DHOLI","ECN312","2025-07-21 11:41:40","","117.96.20.181","{""latitude"":""25.9755113"",""longitude"":""85.5647363""}"
"Namra Finance","ECN312 DHOLI","ECN312","2025-07-21 10:45:58","2025-07-21 11:53:00","117.96.21.181","{""latitude"":""25.9755113"",""longitude"":""85.5647363""}"
"Namra Finance","ECN255 SIKANDRA","ECN255","2025-07-21 11:39:38","","117.96.19.99",""
"Namra Finance","ECN255 SIKANDRA","ECN255","2025-07-21 10:59:25","","117.96.146.51",""
"Namra Finance","ECN319 TEGHRA","ECN319","2025-07-21 09:55:02","2025-07-21 10:31:00","117.96.145.184",""
"Namra Finance","ECN346 BUTYMORE","ECN346","2025-07-21 11:55:26","2025-07-21 11:56:02","106.222.215.60","{""latitude"":""21.7022464"",""longitude"":""81.5497216""}"
"Namra Finance","ECN346 BUTYMORE","ECN346","2025-07-21 11:45:02","","117.96.16.56",""
"Namra Finance","ECN346 BUTYMORE","ECN346","2025-07-21 10:33:13","2025-07-21 11:19:00","117.96.149.56",""
"Namra Finance","ECN346 BUTYMORE","ECN346","2025-07-21 11:43:43","2025-07-21 11:43:59","106.222.215.60","{""latitude"":""23.2960711"",""longitude"":""77.3964417""}"
"Namra Finance","ECN346 BUTYMORE","ECN346","2025-07-21 11:31:08","","117.96.147.56",""
"Namra Finance","ECN173  SURSAND","ECN173","2025-07-21 11:32:15","2025-07-21 11:32:27","152.58.188.252",""
"Namra Finance","ECN349 KHUNTI","ECN349","2025-07-21 11:50:21","2025-07-21 11:50:31","106.222.215.60","{""latitude"":""21.7022464"",""longitude"":""81.5497216""}"
"Namra Finance","ECN349 KHUNTI","ECN349","2025-07-21 10:47:40","","117.96.148.99","{""latitude"":""23.0773012"",""longitude"":""85.2886888""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 11:52:24","2025-07-21 11:52:38","106.222.215.60","{""latitude"":""23.2960711"",""longitude"":""77.3964417""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 11:42:12","2025-07-21 11:55:09","223.187.146.60","{""latitude"":""23.8104664"",""longitude"":""86.2829916""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 09:33:01","2025-07-21 10:04:00","117.96.21.111","{""latitude"":""23.8108065"",""longitude"":""86.2833186""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 10:29:19","2025-07-21 11:06:26","223.187.146.60","{""latitude"":""23.8104664"",""longitude"":""86.2829916""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 10:28:52","2025-07-21 10:29:15","223.187.146.60","{""latitude"":""23.8104664"",""longitude"":""86.2829916""}"
"Namra Finance","ECN350 KATRAS","ECN350","2025-07-21 11:55:14","","223.187.146.60","{""latitude"":""23.8104664"",""longitude"":""86.2829916""}"
"Namra Finance","ECN314 PANDAUL","ECN314","2025-07-21 10:31:03","","117.96.144.218","{""latitude"":""26.2522173"",""longitude"":""86.0727728""}"
"Namra Finance","ECN314 PANDAUL","ECN314","2025-07-21 11:52:04","","117.96.16.218","{""latitude"":""26.2524344"",""longitude"":""86.0715979""}"
"Namra Finance","ECN326 SUGAULI","ECN326","2025-07-21 11:54:25","","223.228.156.111","{""latitude"":""26.7609177"",""longitude"":""84.7455013""}"
"Namra Finance","ECN278 JAMUI","ECN278","2025-07-21 09:35:52","2025-07-21 10:57:22","117.96.145.81","{""latitude"":""24.9424299"",""longitude"":""86.2277879""}"
"Namra Finance","ECN278 JAMUI","ECN278","2025-07-21 10:46:29","","117.96.145.81","{""latitude"":""24.9427035"",""longitude"":""86.2274209""}"
"Namra Finance","ECN353 BUNDU","ECN353","2025-07-21 09:11:03","2025-07-21 09:42:00","117.96.144.63","{""latitude"":""22.7763591"",""longitude"":""86.164931""}"
"Namra Finance","ECN353 BUNDU","ECN353","2025-07-21 11:45:30","2025-07-21 11:45:35","106.222.215.60","{""latitude"":""21.7022464"",""longitude"":""81.5497216""}"
"Namra Finance","ECN353 BUNDU","ECN353","2025-07-21 10:19:15","2025-07-21 11:01:49","117.96.20.63","{""latitude"":""22.776461"",""longitude"":""86.1650266""}"
"Namra Finance","ECN259 BEGUSARAI ","ECN259","2025-07-21 09:54:45","2025-07-21 10:41:00","117.96.22.131",""
"Namra Finance","ECN256 JHAJHA","ECN256","2025-07-21 11:12:16","","117.96.149.57",""
"Namra Finance","ECN360 JANSA","ECN360","2025-07-21 09:37:05","2025-07-21 10:07:15","106.208.157.74","{""latitude"":""25.3170598"",""longitude"":""82.8009351""}"
"Namra Finance","ECN360 JANSA","ECN360","2025-07-21 11:51:54","","152.59.172.250","{""latitude"":""25.3166748"",""longitude"":""83.0029512""}"
"Namra Finance","ECN378 GEORAI","ECN378","2025-07-21 11:17:28","","157.33.242.180","{""latitude"":""19.2749596"",""longitude"":""75.7504131""}"
"Namra Finance","ECN378 GEORAI","ECN378","2025-07-21 11:16:07","2025-07-21 11:47:00","157.33.251.201","{""latitude"":""19.2682422"",""longitude"":""75.7484442""}"
"Namra Finance","ECN384 DEGANA","ECN384","2025-07-21 09:15:44","2025-07-21 09:46:00","223.238.203.65","{""latitude"":""26.8951009"",""longitude"":""74.3101712""}"
"Namra Finance","ECN384 DEGANA","ECN384","2025-07-21 10:13:07","","223.238.202.199","{""latitude"":""26.8951009"",""longitude"":""74.3101712""}"
"TATA Capital","ECTA202 THARAGAMPATTI","ECTA0202","2025-07-21 10:29:03","2025-07-21 11:43:40","110.224.93.40",""
"TATA Capital","ECTA202 THARAGAMPATTI","ECTA0202","2025-07-21 09:32:28","2025-07-21 10:02:46","110.224.93.40",""
"TATA Capital","ECTA207 Sidipet","ECTA207","2025-07-21 11:36:15","","106.221.187.235","{""latitude"":""18.0992578"",""longitude"":""78.8453603""}"
"TATA Capital","ECTA213 HUZURABAD","ECTA213","2025-07-21 11:39:21","2025-07-21 11:39:50","106.221.184.130",""
"TATA Capital","ECTA213 HUZURABAD","ECTA213","2025-07-21 11:39:54","","106.221.184.130",""
"TATA Capital","ECTA213 HUZURABAD","ECTA213","2025-07-21 11:01:26","2025-07-21 11:04:05","106.208.55.173","{""latitude"":""18.1988806"",""longitude"":""79.3985031""}"
"TATA Capital","ECTA213 HUZURABAD","ECTA213","2025-07-21 11:30:12","2025-07-21 11:39:14","106.221.184.130",""
"TATA Capital","ECTA210 Rajamandri","ECTA210","2025-07-21 09:58:29","2025-07-21 10:49:50","106.221.191.46","{""latitude"":""16.9792808"",""longitude"":""81.7912624""}"
"TATA Capital","ECTA210 Rajamandri","ECTA210","2025-07-21 11:10:37","","106.221.179.46","{""latitude"":""16.9792829"",""longitude"":""81.7912609""}"
"TATA Capital","ECTA210 Rajamandri","ECTA210","2025-07-21 11:37:09","","223.185.100.93","{""latitude"":""16.979282"",""longitude"":""81.7912517""}"
"TATA Capital","ECTA210 Rajamandri","ECTA210","2025-07-21 11:34:52","","223.185.100.93","{""latitude"":""16.979282"",""longitude"":""81.7912517""}"
"TATA Capital","ECTA223 Gokavaram","ECTA223","2025-07-21 09:21:34","2025-07-21 09:59:47","157.50.99.44","{""latitude"":""17.0547125"",""longitude"":""81.7979793""}"
"TATA Capital","ECTA223 Gokavaram","ECTA223","2025-07-21 10:06:41","2025-07-21 11:15:00","157.50.97.88","{""latitude"":""17.0547125"",""longitude"":""81.7979793""}"
"TATA Capital","ECTA259 Siricilla","ECTA259","2025-07-21 11:55:33","","27.59.176.189","{""latitude"":""18.4033723"",""longitude"":""78.8199038""}"
"TATA Capital","ECTA259 Siricilla","ECTA259","2025-07-21 11:00:10","2025-07-21 11:53:40","27.59.176.189","{""latitude"":""18.4033723"",""longitude"":""78.8199038""}"
"TATA Capital","ECTA259 Siricilla","ECTA259","2025-07-21 09:15:02","2025-07-21 09:45:42","27.59.176.189","{""latitude"":""18.4005995"",""longitude"":""78.8193515""}"
"TATA Capital","ECTA259 Siricilla","ECTA259","2025-07-21 11:53:11","","223.228.102.248",""
"TATA Capital","ECTA262 Kalluru","Ecta262","2025-07-21 11:23:00","","106.221.184.101","{""latitude"":""17.2002887"",""longitude"":""80.5402886""}"
"TATA Capital","ECTA262 Kalluru","Ecta262","2025-07-21 11:38:13","","223.227.110.29","{""latitude"":""17.200071"",""longitude"":""80.5404598""}"
"TATA Capital","ECTA308 Bellampalli","ECTA308","2025-07-21 10:44:29","2025-07-21 11:32:30","152.57.179.124",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 09:54:52","2025-07-21 10:25:21","27.59.140.249",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 10:03:24","2025-07-21 10:33:48","27.59.140.249",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 09:31:29","2025-07-21 10:01:31","152.57.153.36",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 11:27:14","","27.59.140.249",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 10:56:55","2025-07-21 11:40:00","27.59.140.249",""
"TATA Capital","ECTA302 Station Ghanpur","ECTA302","2025-07-21 10:38:03","2025-07-21 11:24:00","152.57.145.39",""
"TATA Capital","ECTA224 parvathipuram","ECTA224","2025-07-21 10:08:57","","106.221.181.56","{""latitude"":""18.7574001"",""longitude"":""83.412446""}"
"TATA Capital","ECTA305 Hunasur","ECTA305","2025-07-21 10:33:16","","106.216.230.187","{""latitude"":""12.2980373"",""longitude"":""76.2903495""}"
"TATA Capital","ECTA305 Hunasur","ECTA305","2025-07-21 09:57:04","2025-07-21 10:28:00","157.45.226.187","{""latitude"":""12.297858"",""longitude"":""76.293483""}"
"TATA Capital","ECTA295 Ballari","ECTA295","2025-07-21 10:20:23","2025-07-21 11:01:00","152.57.32.45",""
"TATA Capital","ECTA196 Kundgol","ECTA196","2025-07-21 11:51:18","","106.216.234.95","{""latitude"":""15.2588651"",""longitude"":""75.2415252""}"
"TATA Capital","ECTA314 Khanapur","ECTA314","2025-07-21 11:19:29","2025-07-21 11:50:12","152.59.199.172",""
"TATA Capital","ECTA256 undrajavaram ","ECTA256","2025-07-21 11:43:51","","223.228.100.193","{""latitude"":""16.7880886"",""longitude"":""81.6959557""}"
"TATA Capital","ECTA339 Utnoor","ECTA339","2025-07-21 11:23:53","2025-07-21 11:54:46","106.216.239.210","{""latitude"":""12.9122043"",""longitude"":""76.3819965""}"
"TATA Capital","ECTA354 Narayankhed","ECTA354","2025-07-21 10:04:56","2025-07-21 10:36:00","106.221.188.97","{""latitude"":""18.0306749"",""longitude"":""77.7738629""}"
"TATA Capital","ECTA246 Annavaram","ECTA246","2025-07-21 10:17:55","2025-07-21 11:23:00","157.48.149.243","{""latitude"":""17.2792753"",""longitude"":""82.4099359""}"
"TATA Capital","ECTA216 Vizianagaram","ECTA216","2025-07-21 11:06:34","2025-07-21 11:38:17","106.221.180.66","{""latitude"":""18.108987"",""longitude"":""83.383291""}"
"TATA Capital","ECTA216 Vizianagaram","ECTA216","2025-07-21 10:06:01","2025-07-21 10:25:55","106.221.185.66","{""latitude"":""18.108934"",""longitude"":""83.3834263""}"
"TATA Capital","ECTA297 Gingera","ECTA297","2025-07-21 10:59:29","2025-07-21 11:41:47","106.216.228.98","{""latitude"":""15.3507124"",""longitude"":""76.2473688""}"
"TATA Capital","ECTA214 Pathapatnam","ECTA214","2025-07-21 11:30:06","","106.221.182.115","{""latitude"":""18.7563182"",""longitude"":""84.0959295""}"
"TATA Capital","ECTA252 Palasa","ECTA252","2025-07-21 11:04:13","","157.48.124.111","{""latitude"":""18.7637189"",""longitude"":""84.4188375""}"
"TATA Capital","ECTA252 Palasa","ECTA252","2025-07-21 11:38:01","","157.48.124.129","{""latitude"":""18.7637179"",""longitude"":""84.4188256""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:00:20","2025-07-21 11:35:55","106.221.187.97","{""latitude"":""14.1825508"",""longitude"":""79.5527925""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:47:10","","106.221.187.97","{""latitude"":""14.1902331"",""longitude"":""79.5563049""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:36:35","","106.221.187.97",""
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:11:55","2025-07-21 11:43:52","106.221.187.97","{""latitude"":""14.1973112"",""longitude"":""79.5541975""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:44:20","","106.221.187.97","{""latitude"":""14.1961894"",""longitude"":""79.5531437""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:35:40","","106.221.187.97","{""latitude"":""14.1973112"",""longitude"":""79.5541975""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:07:17","2025-07-21 11:41:39","106.221.187.97","{""latitude"":""14.1489746"",""longitude"":""79.5390929""}"
"TATA Capital","ECTA222 Rapur","ECTA222","2025-07-21 11:40:07","","106.221.187.97","{""latitude"":""14.1973112"",""longitude"":""79.5541975""}"
"TATA Capital","ECTA248 WARANGAL","ECTA248","2025-07-21 11:33:27","","106.221.176.165",""
"TATA Capital","ECTA151 chowdepalli","ECTA151","2025-07-21 11:09:19","2025-07-21 11:27:02","223.187.0.150",""
"TATA Capital","ECTA287 Kottageri","ECTA287","2025-07-21 11:38:51","","106.216.235.117","{""latitude"":""13.5133262"",""longitude"":""77.2276204""}"
"TATA Capital","ECTA287 Kottageri","ECTA287","2025-07-21 10:46:21","2025-07-21 11:17:00","106.216.235.117","{""latitude"":""13.5133262"",""longitude"":""77.2276204""}"
"TATA Capital","ECTA353 Narasraopet","ECTA353","2025-07-21 11:20:55","","223.238.70.186","{""latitude"":""16.2572812"",""longitude"":""80.0620489""}"
"TATA Capital","ECTA268 Kanakapura","ECTA268","2025-07-21 10:37:25","2025-07-21 11:07:30","106.216.233.202",""
"TATA Capital","ECTA318 KANIGIRI","ECTA318","2025-07-21 10:16:37","2025-07-21 11:17:00","106.221.183.93",""
"TATA Capital","ECTA377 THIRUVURU","ECTA377","2025-07-21 11:45:11","","106.221.187.225",""
"TATA Capital","ECTA377 THIRUVURU","ECTA377","2025-07-21 11:48:24","","223.228.112.192","{""latitude"":""17.1130559"",""longitude"":""80.6054578""}"
"TATA Capital","ECTA373 Nereducherla","ECTA373","2025-07-21 11:16:48","2025-07-21 11:26:49","106.221.180.182","{""latitude"":""16.8848754"",""longitude"":""79.6931814""}"
"TATA Capital","ECTA373 Nereducherla","ECTA373","2025-07-21 11:35:03","","106.221.180.182","{""latitude"":""16.8868304"",""longitude"":""79.6920305""}"
"TATA Capital","ECTA425 Kheralu","ECTA425","2025-07-21 09:59:08","2025-07-21 11:13:33","49.34.101.97","{""latitude"":""23.893297"",""longitude"":""72.6184232""}"
"TATA Capital","ECTA425 Kheralu","ECTA425","2025-07-21 11:25:29","","49.34.96.54","{""latitude"":""23.8932924"",""longitude"":""72.6184116""}"
"TATA Capital","ECTA399 kothavasala","ECTA399","2025-07-21 11:40:51","","223.185.94.34",""
"TATA Capital","ECTA399 kothavasala","ECTA399","2025-07-21 10:00:14","2025-07-21 10:30:53","223.185.94.34","{""latitude"":""17.8807833"",""longitude"":""83.1898519""}"
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 10:12:43","2025-07-21 11:16:55","117.96.147.170","{""latitude"":""26.1077621"",""longitude"":""84.7874008""}"
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 10:52:31","","117.96.147.170","{""latitude"":""26.1077596"",""longitude"":""84.787405""}"
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 11:32:19","","106.219.244.190",""
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 11:52:15","2025-07-21 11:53:08","106.219.247.190",""
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 11:53:22","2025-07-21 11:55:50","106.219.247.190",""
"TATA Capital","ECTA421 MASHRAKH","ECTA421","2025-07-21 11:07:50","2025-07-21 11:43:23","106.206.192.220",""
"TATA Capital","ECTA417 Raibag ","ECTA417","2025-07-21 11:12:15","","106.216.231.141",""
"TATA Capital","ECTA417 Raibag ","ECTA417","2025-07-21 10:38:34","2025-07-21 11:22:00","106.216.225.141",""
"TATA Capital","ECTA417 Raibag ","ECTA417","2025-07-21 10:10:24","2025-07-21 10:44:24","106.219.26.92","{""latitude"":""16.4938236"",""longitude"":""74.7721446""}"
"TATA Capital","ECTA417 Raibag ","ECTA417","2025-07-21 11:49:27","","106.206.21.145","{""latitude"":""16.4938791"",""longitude"":""74.7721366""}"
"TATA Capital","ECTA438 periyur ","ECTA438","2025-07-21 09:50:20","2025-07-21 10:20:46","110.224.90.195",""
"TATA Capital","ECTA444 Warsaliganj","ECTA444","2025-07-21 10:09:36","2025-07-21 10:50:49","117.96.23.46",""
"TATA Capital","ECTA444 Warsaliganj","ECTA444","2025-07-21 11:11:18","2025-07-21 11:48:00","117.96.144.46",""
"TATA Capital","ECTA426 Barhara Kothi","ECTA426","2025-07-21 10:32:45","2025-07-21 11:03:00","117.96.148.166",""
"TATA Capital","ECTA452 JHABRERA","ECTA452","2025-07-21 10:48:25","","106.223.170.190","{""latitude"":""29.8086267"",""longitude"":""77.7727467""}"
"TATA Capital","ECTA452 JHABRERA","ECTA452","2025-07-21 09:25:55","2025-07-21 09:32:35","106.223.170.190","{""latitude"":""29.8086267"",""longitude"":""77.7727467""}"
"TATA Capital","ECTA452 JHABRERA","ECTA452","2025-07-21 09:32:43","2025-07-21 10:02:56","106.223.170.190","{""latitude"":""29.8086267"",""longitude"":""77.7727467""}"
"TATA Capital","ECTA406 Venkatagiri kota","ECTA406","2025-07-21 11:28:05","","106.221.180.170",""
"TATA Capital","ECTA406 Venkatagiri kota","ECTA406","2025-07-21 10:18:13","2025-07-21 11:01:50","106.221.176.170",""
"TATA Capital","ECTA395 FARRUKHABAD","ECTA0395","2025-07-21 09:43:20","2025-07-21 10:13:29","106.219.186.15","{""latitude"":""27.3425566"",""longitude"":""79.5315856""}"
"TATA Capital","ECTA395 FARRUKHABAD","ECTA0395","2025-07-21 11:48:30","","106.219.186.15","{""latitude"":""27.3425564"",""longitude"":""79.5315865""}"
"TATA Capital","ECTA416","ECTA416","2025-07-21 11:35:48","","106.216.226.123",""
"TATA Capital","ECTA416","ECTA416","2025-07-21 10:33:25","2025-07-21 11:08:21","106.216.225.123",""
"TATA Capital","ECTA404 KODUMUR","ECTA404","2025-07-21 10:30:13","2025-07-21 11:03:57","152.59.203.59",""
"TATA Capital","ECTA442 ROH","ECTA442","2025-07-21 11:19:34","","117.96.148.177","{""latitude"":""24.8860885"",""longitude"":""85.6744687""}"
"TATA Capital","ECTA442 ROH","ECTA442","2025-07-21 10:08:44","2025-07-21 11:19:10","117.96.146.177","{""latitude"":""24.8850337"",""longitude"":""85.6763944""}"
"TATA Capital","Ecta329 channarayapatna","ECTA329","2025-07-21 10:23:10","2025-07-21 10:56:12","106.216.239.210","{""latitude"":""12.9122043"",""longitude"":""76.3819965""}"
"TATA Capital","Ecta329 channarayapatna","ECTA329","2025-07-21 11:26:52","","106.216.235.68","{""latitude"":""12.912682"",""longitude"":""76.381161""}"
"TATA Capital","ECTA472","ECTA472","2025-07-21 11:49:28","","157.50.176.235",""
"TATA Capital","ECTA470 BAH","ECTA470","2025-07-21 11:26:38","","117.99.18.106","{""latitude"":""26.8777274"",""longitude"":""78.5900369""}"
"TATA Capital","ECTA470 BAH","ECTA470","2025-07-21 10:49:20","2025-07-21 11:20:00","117.99.18.106","{""latitude"":""26.8718905"",""longitude"":""78.5844407""}"
"TATA Capital","ECTA469 BIJNOR","ECTA469","2025-07-21 11:02:51","","106.223.176.63","{""latitude"":""29.3839733"",""longitude"":""78.1526917""}"
"TATA Capital","ECTA469 BIJNOR","ECTA469","2025-07-21 10:59:05","2025-07-21 10:59:36","106.223.176.63","{""latitude"":""29.3839733"",""longitude"":""78.1526917""}"
"TATA Capital","ECTA469 BIJNOR","ECTA469","2025-07-21 10:02:44","2025-07-21 11:04:09","106.223.176.63","{""latitude"":""29.3839733"",""longitude"":""78.1526917""}"
"TATA Capital","ECTA451 GANWAN","ECTA451","2025-07-21 11:11:12","","117.96.146.199",""
"TATA Capital","ECTA454 BADOLI","ECTA454 ","2025-07-21 10:09:46","2025-07-21 11:22:34","27.61.240.209",""
"TATA Capital","ECTA378 Kurnool ","ECTA378","2025-07-21 10:30:12","2025-07-21 10:31:27","106.215.174.180","{""latitude"":""17.9699712"",""longitude"":""79.6164096""}"
"TATA Capital","ECTA378 Kurnool ","ECTA378","2025-07-21 11:15:14","2025-07-21 11:54:00","106.221.183.235",""
"TATA Capital","ECTA378 Kurnool ","ECTA378","2025-07-21 11:25:44","2025-07-21 11:56:58","106.221.183.235","{""latitude"":""15.8298522"",""longitude"":""78.0407723""}"
"TATA Capital","ECTA457 Kadapa  Badvel ","ECTA457","2025-07-21 10:30:24","","106.221.181.166",""
"TATA Capital","ECTA429 KALYANADURGAM","ECTA429","2025-07-21 11:13:40","2025-07-21 11:47:57","157.48.114.177",""
"TATA Capital","ECTA429 KALYANADURGAM","ECTA429","2025-07-21 11:32:44","","157.48.114.177","{""latitude"":""14.5537258"",""longitude"":""77.1142939""}"
"TATA Capital","ECTA434 HINDUPUR","ECTA434","2025-07-21 10:43:36","2025-07-21 11:17:00","157.50.115.197","{""latitude"":""13.8286793"",""longitude"":""77.49304""}"
"TATA Capital","ECTA405 NANDYAL","ECTA405","2025-07-21 10:42:14","2025-07-21 10:51:38","223.185.113.221","{""latitude"":""15.4724665"",""longitude"":""78.4856472""}"
"TATA Capital","ECTA405 NANDYAL","ECTA405","2025-07-21 10:36:57","2025-07-21 10:42:02","223.185.113.221","{""latitude"":""15.4724665"",""longitude"":""78.4856472""}"
"TATA Capital","ECTA405 NANDYAL","ECTA405","2025-07-21 10:25:52","2025-07-21 10:36:53","223.185.113.221","{""latitude"":""15.4724665"",""longitude"":""78.4856472""}"
"TATA Capital","ECTA405 NANDYAL","ECTA405","2025-07-21 11:45:22","","223.185.113.221",""
"TATA Capital","ECTA405 NANDYAL","ECTA405","2025-07-21 09:49:21","2025-07-21 10:25:27","223.185.113.221","{""latitude"":""15.4724665"",""longitude"":""78.4856472""}"
"TATA Capital","ECTA449 PACHAMBA","ECTA449","2025-07-21 10:04:34","","117.96.23.247",""
"TATA Capital","ECTA449 PACHAMBA","ECTA449","2025-07-21 10:01:43","2025-07-21 10:31:45","157.42.16.115",""
"TATA Capital","ECTA448 GUNTHAKAL","ECTA448","2025-07-21 10:48:13","2025-07-21 11:33:01","223.185.117.162","{""latitude"":""15.1618616"",""longitude"":""77.3788167""}"
"TATA Capital","ECTA448 GUNTHAKAL","ECTA448","2025-07-21 11:33:40","","223.185.117.162","{""latitude"":""15.162142"",""longitude"":""77.378689""}"
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 10:55:38","2025-07-21 11:49:35","223.228.89.71",""
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 11:52:18","","223.228.89.71",""
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 11:37:25","","223.228.89.71",""
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 08:44:02","2025-07-21 09:14:39","223.228.89.71",""
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 09:39:54","2025-07-21 10:20:00","223.228.89.71",""
"TATA Capital","ECTA503 BHOJIPURA","ECTA503","2025-07-21 11:25:37","2025-07-21 11:56:00","223.228.89.71",""
"TATA Capital","ECTA509 Proddatur","ECTA509","2025-07-21 10:43:12","2025-07-21 11:02:13","223.228.115.187","{""latitude"":""14.7440839"",""longitude"":""78.7254783""}"
"TATA Capital","ECTA509 Proddatur","ECTA509","2025-07-21 08:14:28","2025-07-21 08:15:54","223.228.121.187","{""latitude"":""14.7928887"",""longitude"":""78.6781126""}"
"TATA Capital","ECTA509 Proddatur","ECTA509","2025-07-21 11:57:38","2025-07-21 11:57:51","152.57.89.237","{""latitude"":""12.8155648"",""longitude"":""77.9583488""}"
"TATA Capital","ECTA509 Proddatur","ECTA509","2025-07-21 11:13:52","2025-07-21 11:44:57","106.221.178.95","{""latitude"":""14.7440839"",""longitude"":""78.7254783""}"
"TATA Capital","ECTA509 Proddatur","ECTA509","2025-07-21 11:18:02","2025-07-21 11:37:14","223.228.115.187","{""latitude"":""14.7450629"",""longitude"":""78.7307929""}"
"Paschim Banga Gramin Bank","ECPB010 SHYAMPUR HOWRAH WEST BENGAL","ECPB010","2025-07-21 11:56:33","","223.187.252.190","{""latitude"":""22.295746843500336"",""longitude"":""88.02628774151687""}"
"Paschim Banga Gramin Bank","ECPB013 SRIKHANDA PURBA BURDWAN WEST BENGAL","ECPB013","2025-07-21 10:17:53","2025-07-21 10:48:41","106.211.132.1","{""latitude"":""23.603643"",""longitude"":""88.0786587""}"
"Paschim Banga Gramin Bank","ECPB013 SRIKHANDA PURBA BURDWAN WEST BENGAL","ECPB013","2025-07-21 11:12:25","2025-07-21 11:51:25","106.211.132.1","{""latitude"":""23.603643"",""longitude"":""88.0786587""}"
"Paschim Banga Gramin Bank","ECPB016 Ahmadpur Birbhum West Bengal","ECPB016","2025-07-21 08:52:17","2025-07-21 09:22:31","47.11.79.28","{""latitude"":""23.806999"",""longitude"":""87.8539012""}"
"Paschim Banga Gramin Bank","ECPB016 Ahmadpur Birbhum West Bengal","ECPB016","2025-07-21 11:34:22","","106.211.132.238",""
"Paschim Banga Gramin Bank","ECPB016 Ahmadpur Birbhum West Bengal","ECPB016","2025-07-21 11:14:49","","106.211.132.238","{""latitude"":""23.8300013"",""longitude"":""87.6909098""}"
"Paschim Banga Gramin Bank","ECPB016 Ahmadpur Birbhum West Bengal","ECPB016","2025-07-21 10:34:27","2025-07-21 11:38:00","106.211.132.238",""
"Paschim Banga Gramin Bank","ECPB011 Samudragarh Purba Burdwan","ECPB011","2025-07-21 10:43:02","2025-07-21 10:57:55","106.211.140.223",""
"Paschim Banga Gramin Bank","ECPB011 Samudragarh Purba Burdwan","ECPB011","2025-07-21 11:41:12","2025-07-21 11:53:42","106.211.140.223",""
"Paschim Banga Gramin Bank","ECPB011 Samudragarh Purba Burdwan","ECPB011","2025-07-21 11:53:47","","106.211.140.223",""
"Paschim Banga Gramin Bank","ECPB011 Samudragarh Purba Burdwan","ECPB011","2025-07-21 09:58:39","2025-07-21 10:29:00","106.211.140.223",""
"Paschim Banga Gramin Bank","ECPB011 Samudragarh Purba Burdwan","ECPB011","2025-07-21 10:58:00","2025-07-21 11:28:33","106.211.140.223",""
"Paschim Banga Gramin Bank","ECPB03 Rajbandh Paschim Burdwan ","ECPB003","2025-07-21 09:56:18","","223.187.252.171",""
"Paschim Banga Gramin Bank","ECPB03 Rajbandh Paschim Burdwan ","ECPB003","2025-07-21 09:28:24","2025-07-21 09:58:38","223.187.252.171","{""latitude"":""23.4607255"",""longitude"":""87.4240052""}"
"Paschim Banga Gramin Bank","ECPB019 Howrah Nuntia","ECPB019","2025-07-21 10:32:08","2025-07-21 11:02:53","106.219.248.211","{""latitude"":""22.4265431"",""longitude"":""87.9738803""}"
